candidate_rank,ID,Name,Role,decision,predicted_decision,prediction_confidence,skill_match_score,text_similarity_score,overall_match_score,selection_probability,candidate_score,recommendation,matched_skills_text,missing_skills_text,explanation_summary
160,kennst146,Kenneth Stevens,Machine Learning Engineer,select,select,55.0,100.0,12.77,47.66,55.0,67.45,Recommended,machine learning,None,This candidate shows good potential and is suitable for further evaluation.
161,deanha231,Deanna Hall,Machine Learning Engineer,reject,reject,51.37,100.0,17.42,50.45,48.63,67.43,Recommended,"feature engineering, machine learning, pytorch",None,This candidate shows good potential and is suitable for further evaluation.
162,lesltu372,Leslie Turner,Data Scientist,reject,select,65.01,100.0,5.26,43.16,65.01,67.42,Recommended,data science,None,This candidate shows good potential and is suitable for further evaluation.
163,rohach680,rohan chopra,data scientist,reject,select,55.17,100.0,12.52,47.51,55.17,67.41,Recommended,"machine learning, python",None,This candidate shows good potential and is suitable for further evaluation.
164,broojo720,brooke jones,data scientist,reject,reject,54.08,100.0,19.3,51.58,45.92,67.4,Recommended,"machine learning, python, sql, statistics",None,This candidate shows good potential and is suitable for further evaluation.
165,kabiiy634,kabir iyer,data engineer,select,select,59.45,100.0,9.24,45.54,59.45,67.38,Recommended,"etl, spark, sql",None,This candidate shows good potential and is suitable for further evaluation.
166,chriyo549,christina young,ui engineer,reject,reject,57.48,100.0,21.72,53.03,42.52,67.37,Recommended,javascript,None,This candidate shows good potential and is suitable for further evaluation.
167,dianpe726,Diana Perez,AI Researcher,select,select,52.9,100.0,14.05,48.43,52.9,67.37,Recommended,computer vision,None,This candidate shows good potential and is suitable for further evaluation.
168,jennri428,Jenny Ritter,Machine Learning Engineer,select,select,58.01,100.0,10.21,46.13,58.01,67.36,Recommended,machine learning,None,This candidate shows good potential and is suitable for further evaluation.
169,harsiy332,harshitha iyer,software engineer,reject,select,58.13,100.0,10.14,46.08,58.13,67.36,Recommended,"javascript, python",None,This candidate shows good potential and is suitable for further evaluation.
170,tanvka639,tanvi kapoor,data scientist,select,select,57.45,100.0,10.61,46.37,57.45,67.36,Recommended,"data visualization, deep learning, tensorflow",None,This candidate shows good potential and is suitable for further evaluation.
171,susady633,Susan Dyer,AI Researcher,select,select,50.86,100.0,15.48,49.29,50.86,67.35,Recommended,computer vision,None,This candidate shows good potential and is suitable for further evaluation.
172,rohara528,rohan rao,data engineer,reject,select,55.43,100.0,12.1,47.26,55.43,67.35,Recommended,"aws, etl, sql",None,This candidate shows good potential and is suitable for further evaluation.
173,ishach576,ishaan chopra,ui engineer,reject,select,52.5,100.0,14.26,48.56,52.5,67.35,Recommended,javascript,None,This candidate shows good potential and is suitable for further evaluation.
174,aditgu407,aditya gupta,software engineer,select,select,57.91,100.0,10.23,46.14,57.91,67.34,Recommended,"java, python",None,This candidate shows good potential and is suitable for further evaluation.
175,jennla501,Jennifer Lawrence,Machine Learning Engineer,reject,select,61.57,100.0,7.5,44.5,61.57,67.34,Recommended,machine learning,None,This candidate shows good potential and is suitable for further evaluation.
176,willro947,william rowe,ui engineer,reject,reject,53.73,100.0,18.84,51.3,46.27,67.34,Recommended,javascript,None,This candidate shows good potential and is suitable for further evaluation.
177,willfi323,william fitzgerald,product manager,select,select,52.46,100.0,14.22,48.53,52.46,67.33,Recommended,data analysis,None,This candidate shows good potential and is suitable for further evaluation.
178,collco588,Colleen Cooper,Machine Learning Engineer,reject,select,50.69,100.0,15.46,49.28,50.69,67.31,Recommended,"machine learning, pytorch",None,This candidate shows good potential and is suitable for further evaluation.
179,ananjo895,ananya joshi,data engineer,reject,select,52.9,100.0,13.76,48.26,52.9,67.3,Recommended,"etl, spark",None,This candidate shows good potential and is suitable for further evaluation.
180,curtco385,Curtis Cortez,Data Analyst,select,select,63.93,100.0,5.62,43.37,63.93,67.3,Recommended,data science,None,This candidate shows good potential and is suitable for further evaluation.
181,harssh377,harshitha sharma,data engineer,select,select,57.46,100.0,10.42,46.25,57.46,67.3,Recommended,"etl, kubernetes, sql",None,This candidate shows good potential and is suitable for further evaluation.
182,aditsi450,aditya singh,product manager,reject,select,54.25,100.0,12.74,47.64,54.25,67.29,Recommended,data analysis,None,This candidate shows good potential and is suitable for further evaluation.
183,KotaSai60,Ilesh Kaur,Data Scientist,select,select,61.56,100.0,7.29,44.37,61.56,67.28,Recommended,"data analysis, machine learning",None,This candidate shows good potential and is suitable for further evaluation.
184,johnro328,john ross,ui engineer,reject,reject,58.43,100.0,22.08,53.25,41.57,67.28,Recommended,javascript,None,This candidate shows good potential and is suitable for further evaluation.
185,joseol597,joseph olson,product manager,select,reject,54.45,100.0,19.17,51.5,45.55,67.28,Recommended,data analysis,None,This candidate shows good potential and is suitable for further evaluation.
186,jessro164,jessica robles,data scientist,select,select,52.28,100.0,14.14,48.48,52.28,67.27,Recommended,"data visualization, machine learning, sql, statistics",None,This candidate shows good potential and is suitable for further evaluation.
187,ishagu105,ishaan gupta,data scientist,reject,select,54.9,100.0,12.15,47.29,54.9,67.26,Recommended,"data visualization, deep learning, machine learning",None,This candidate shows good potential and is suitable for further evaluation.
188,amyme959,Amy Medina,Data Scientist,select,select,56.28,100.0,11.11,46.67,56.28,67.26,Recommended,"machine learning, sql, statistics",None,This candidate shows good potential and is suitable for further evaluation.
189,annahu783,anna hunt,data scientist,reject,reject,54.67,100.0,19.21,51.53,45.33,67.25,Recommended,"deep learning, machine learning, python, statistics",None,This candidate shows good potential and is suitable for further evaluation.
190,durgba011,Randy Hoffman,Data Engineer,select,reject,59.61,100.0,22.87,53.72,40.39,67.25,Recommended,etl,None,This candidate shows good potential and is suitable for further evaluation.
191,rohagu539,rohan gupta,data scientist,select,select,58.23,100.0,9.63,45.78,58.23,67.25,Recommended,"data visualization, machine learning, sql, statistics",None,This candidate shows good potential and is suitable for further evaluation.
192,petene268,Peter Nelson,Product Manager,select,select,55.82,100.0,11.38,46.83,55.82,67.24,Recommended,data analysis,None,This candidate shows good potential and is suitable for further evaluation.
193,amybo662,Amy Boyd,Data Architect,reject,select,53.09,100.0,13.42,48.05,53.09,67.24,Recommended,etl,None,This candidate shows good potential and is suitable for further evaluation.
194,keviva850,Kevin Valenzuela,Machine Learning Engineer,select,select,56.27,100.0,11.05,46.63,56.27,67.24,Recommended,"feature engineering, machine learning, python",None,This candidate shows good potential and is suitable for further evaluation.
195,rohasi90,rohan singh,data engineer,select,select,60.69,100.0,7.78,44.67,60.69,67.24,Recommended,"docker, kubernetes, python, spark",None,This candidate shows good potential and is suitable for further evaluation.
196,kabika952,kabir kapoor,data scientist,reject,select,55.27,100.0,11.81,47.09,55.27,67.24,Recommended,"data visualization, machine learning",None,This candidate shows good potential and is suitable for further evaluation.
197,diyajo906,diya joshi,product manager,reject,select,53.11,100.0,13.35,48.01,53.11,67.23,Recommended,data analysis,None,This candidate shows good potential and is suitable for further evaluation.
198,anansh155,ananya sharma,ui engineer,select,reject,50.22,100.0,15.83,49.5,49.78,67.23,Recommended,javascript,None,This candidate shows good potential and is suitable for further evaluation.
199,tanvra320,tanvi rao,software engineer,reject,select,52.7,100.0,13.65,48.19,52.7,67.23,Recommended,"javascript, python",None,This candidate shows good potential and is suitable for further evaluation.
200,hannpe223,Hannah Peterson,Machine Learning Engineer,select,select,61.14,100.0,7.4,44.44,61.14,67.23,Recommended,machine learning,None,This candidate shows good potential and is suitable for further evaluation.
201,uppaup18,Grace Williams,Product Manager,reject,reject,60.53,100.0,23.43,54.06,39.47,67.22,Recommended,data analysis,None,This candidate shows good potential and is suitable for further evaluation.
202,clinfr254,clinton frank,ui engineer,select,reject,59.07,100.0,22.35,53.41,40.93,67.22,Recommended,javascript,None,This candidate shows good potential and is suitable for further evaluation.
203,angech169,angela chandler,ui engineer,select,reject,53.1,100.0,17.91,50.75,46.9,67.22,Recommended,javascript,None,This candidate shows good potential and is suitable for further evaluation.
204,ishaiy343,ishaan iyer,data scientist,select,reject,51.53,100.0,16.75,50.05,48.47,67.22,Recommended,"data visualization, deep learning",None,This candidate shows good potential and is suitable for further evaluation.
205,kennbl658,Kenneth Blair,Data Scientist,select,select,56.16,100.0,11.03,46.62,56.16,67.21,Recommended,"machine learning, python, tensorflow",None,This candidate shows good potential and is suitable for further evaluation.
206,KotaSai129,Palash Sharma,Data Scientist,select,select,57.63,100.0,9.93,45.96,57.63,67.21,Recommended,"data analysis, machine learning",None,This candidate shows good potential and is suitable for further evaluation.
207,rohash806,rohan sharma,product manager,reject,select,55.81,100.0,11.25,46.75,55.81,67.2,Recommended,data analysis,None,This candidate shows good potential and is suitable for further evaluation.
208,edwaca675,Edward Cameron,Machine Learning Engineer,reject,select,59.37,100.0,8.61,45.17,59.37,67.2,Recommended,"data science, machine learning",None,This candidate shows good potential and is suitable for further evaluation.
209,ericry741,Erica Ryan,Machine Learning Engineer,reject,select,59.32,100.0,8.66,45.2,59.32,67.2,Recommended,machine learning,None,This candidate shows good potential and is suitable for further evaluation.
210,uppaup2,Hank Brown,Software Engineer,select,select,60.53,100.0,7.66,44.6,60.53,67.18,Recommended,"java, python",None,This candidate shows good potential and is suitable for further evaluation.
211,michgl776,Michelle Glover,Machine Learning Engineer,select,select,54.71,100.0,11.99,47.19,54.71,67.18,Recommended,"feature engineering, machine learning, python, tensorflow",None,This candidate shows good potential and is suitable for further evaluation.
212,aditra935,aditya rao,data scientist,select,select,56.76,100.0,10.39,46.23,56.76,67.16,Recommended,"data visualization, deep learning, python, statistics",None,This candidate shows good potential and is suitable for further evaluation.
213,victba504,Victoria Bailey,Data Analyst,select,select,63.34,100.0,5.54,43.32,63.34,67.16,Recommended,data science,None,This candidate shows good potential and is suitable for further evaluation.
214,connha691,Connor Hawkins,Data Analyst,reject,select,55.71,100.0,11.19,46.71,55.71,67.16,Recommended,"power bi, tableau",None,This candidate shows good potential and is suitable for further evaluation.
215,kabika244,kabir kapoor,data engineer,select,select,60.42,100.0,7.7,44.62,60.42,67.16,Recommended,"aws, python",None,This candidate shows good potential and is suitable for further evaluation.
216,mattgr139,Matthew Graham,Machine Learning Engineer,reject,select,56.36,100.0,10.65,46.39,56.36,67.15,Recommended,machine learning,None,This candidate shows good potential and is suitable for further evaluation.
217,chribo284,Christopher Bolton,Machine Learning Engineer,select,select,57.3,100.0,9.96,45.98,57.3,67.15,Recommended,machine learning,None,This candidate shows good potential and is suitable for further evaluation.
