candidate_rank,ID,Name,Role,skill_match_score,text_similarity_score,overall_match_score,selection_probability,candidate_score,recommendation,matched_skills,missing_skills
229,philgr790,phillip green,ui engineer,100.0,15.41,49.25,49.69,67.1,Recommended,['javascript'],[]
230,aarame318,aarav mehta,software engineer,100.0,11.34,46.8,55.19,67.1,Recommended,['git'],[]
231,ishame654,ishaan mehta,product manager,100.0,12.01,47.21,54.16,67.08,Recommended,['data analysis'],[]
232,durgba010,Luke Harris,Software Engineer,100.0,17.83,50.7,46.34,67.08,Recommended,"['api', 'java']",[]
233,durgba092,Charlotte Richard,Software Engineer,100.0,16.02,49.61,48.8,67.08,Recommended,['java'],[]
234,samabr653,Samantha Brown,Data Scientist,100.0,9.58,45.75,57.41,67.07,Recommended,"['data visualization', 'statistics', 'tensorflow']",[]
235,josedo658,Jose Donovan,Machine Learning Engineer,100.0,10.98,46.59,55.5,67.07,Recommended,"['machine learning', 'pytorch', 'tensorflow']",[]
236,tanvba327,tanvi bansal,data engineer,100.0,9.22,45.53,57.9,67.07,Recommended,"['kubernetes', 'python', 'spark']",[]
237,ericwa159,eric wallace,data scientist,100.0,17.73,50.64,46.41,67.07,Recommended,"['deep learning', 'machine learning', 'sql', 'statistics']",[]
238,melime882,Melinda Merritt,Data Scientist,100.0,9.25,45.55,57.81,67.06,Recommended,['machine learning'],[]
239,ericwi267,Erica Williams,Machine Learning Engineer,100.0,13.85,48.31,51.58,67.06,Recommended,"['feature engineering', 'machine learning', 'python', 'tensorflow']",[]
240,aditme175,aditya mehta,software engineer,100.0,8.26,44.96,59.16,67.06,Recommended,"['git', 'java', 'python']",[]
241,uppaup305,Charlie Jones,UI Engineer,100.0,20.58,52.35,42.47,67.05,Recommended,"['javascript', 'typescript']",[]
242,harsra468,harshitha rao,software engineer,100.0,8.05,44.83,59.3,67.03,Recommended,"['git', 'java']",[]
243,aaragu580,aarav gupta,data engineer,100.0,10.64,46.38,55.77,67.03,Recommended,"['aws', 'etl', 'kubernetes']",[]
244,tanvsi24,tanvi singh,data scientist,100.0,8.41,45.05,58.72,67.02,Recommended,"['data visualization', 'sql', 'statistics', 'tensorflow']",[]
245,ishach958,ishaan chopra,software engineer,100.0,9.3,45.58,57.56,67.02,Recommended,"['git', 'python']",[]
246,uppaup93,Frank Jones,Software Engineer,100.0,9.56,45.74,57.2,67.02,Recommended,"['java', 'python']",[]
247,thomsa355,thomas sandoval,ui engineer,100.0,15.61,49.37,49.04,67.02,Recommended,['javascript'],[]
248,amyga249,Amy Garcia,AI Researcher,100.0,19.3,51.58,43.98,67.01,Recommended,"['computer vision', 'nlp']",[]
249,ananba856,ananya bansal,data engineer,100.0,7.86,44.72,59.4,67.0,Recommended,"['aws', 'python', 'spark', 'sql']",[]
250,ryanmo350,ryan molina,product manager,100.0,19.47,51.68,43.67,66.99,Recommended,['data analysis'],[]
251,mattgu535,Matthew Guerrero,Mobile App Developer,100.0,15.22,49.13,49.41,66.99,Recommended,['api'],[]
252,benjba373,Benjamin Barnes,Full Stack Developer,100.0,14.51,48.71,50.28,66.98,Recommended,['javascript'],[]
253,victri135,Victoria Rivera,Business Analyst,100.0,10.48,46.29,55.76,66.98,Recommended,"['data analysis', 'sql']",[]
254,durgba170,Jennifer Austin,Software Engineer,100.0,18.95,51.37,44.27,66.97,Recommended,['java'],[]
255,kabigu228,kabir gupta,software engineer,100.0,10.18,46.11,56.12,66.97,Recommended,['python'],[]
256,bradpa674,Brad Patton,Cloud Architect,100.0,13.09,47.85,52.18,66.97,Recommended,"['azure', 'kubernetes']",[]
257,wesljo130,wesley johnson,product manager,100.0,20.24,52.14,42.45,66.95,Recommended,['data analysis'],[]
258,cassad578,Cassidy Adams,Cloud Architect,100.0,12.76,47.66,52.45,66.94,Recommended,"['aws', 'azure']",[]
259,valesc428,valerie scott,software engineer,100.0,17.09,50.25,46.63,66.94,Recommended,['java'],[]
260,darrwo120,darryl woods,product manager,100.0,19.97,51.98,42.74,66.94,Recommended,['data analysis'],[]
261,mattcu584,matthew curtis,product manager,100.0,17.38,50.43,46.2,66.93,Recommended,['data analysis'],[]
262,jennco301,jennifer cobb,product manager,100.0,13.54,48.12,51.31,66.92,Recommended,['data analysis'],[]
263,KotaSai70,Yashika Kumar,Data Scientist,100.0,7.4,44.44,59.62,66.92,Recommended,"['data analysis', 'machine learning']",[]
264,kevihi605,Kevin Hill,Full Stack Developer,100.0,10.61,46.37,55.27,66.92,Recommended,['machine learning'],[]
265,uppaup378,Ivy Williams,UI Engineer,100.0,19.08,51.45,43.82,66.92,Recommended,"['aws', 'google cloud', 'javascript']",[]
266,ishach559,ishaan chopra,software engineer,100.0,8.42,45.05,58.24,66.92,Recommended,['javascript'],[]
267,durgba150,Jason Stone,Software Engineer,100.0,19.2,51.52,43.68,66.92,Recommended,['api'],[]
268,amyki278,Amy King,Data Engineer,100.0,11.48,46.89,54.08,66.92,Recommended,"['etl', 'mlops']",[]
269,michpe557,Michael Peterson,Product Manager,100.0,13.75,48.25,51.01,66.91,Recommended,['data analysis'],[]
270,krispo558,kristen potter,product manager,100.0,17.18,50.31,46.33,66.91,Recommended,['data analysis'],[]
271,durgba154,James Buchanan,Data Scientist,100.0,17.19,50.31,46.36,66.91,Recommended,"['deep learning', 'machine learning', 'nlp', 'python']",[]
272,davihi109,David Hill,AI Researcher,100.0,16.91,50.15,46.69,66.91,Recommended,['nlp'],[]
273,richal478,richard allen,data scientist,100.0,14.2,48.52,50.33,66.9,Recommended,"['data visualization', 'python', 'sql', 'statistics']",[]
274,karero186,Karen Roman,Data Architect,100.0,9.55,45.73,56.63,66.9,Recommended,['data science'],[]
275,timoco175,Timothy Cooper,Data Architect,100.0,9.48,45.69,56.64,66.89,Recommended,['data science'],[]
276,diyame163,diya mehta,software engineer,100.0,9.09,45.45,57.18,66.89,Recommended,"['git', 'python']",[]
277,kabich341,kabir chopra,data engineer,100.0,7.42,44.45,59.44,66.89,Recommended,"['docker', 'etl', 'python']",[]
278,nancmo680,Nancy Moore,Mobile App Developer,100.0,14.45,48.67,49.87,66.88,Recommended,['api'],[]
279,kellla414,Kelly Larson,Machine Learning Engineer,100.0,7.23,44.34,59.56,66.87,Recommended,['machine learning'],[]
280,uppaup256,Eve Miller,Software Engineer,100.0,15.03,49.02,48.99,66.86,Recommended,"['api', 'aws', 'azure', 'git', 'google cloud', 'java', 'javascript', 'python']",[]
281,uppaup294,Charlie Smith,UI Engineer,100.0,20.2,52.12,42.02,66.86,Recommended,"['git', 'javascript']",[]
282,jacqwa702,jacqueline wallace,product manager,100.0,16.64,49.98,46.78,66.85,Recommended,['data analysis'],[]
283,kimbfi296,Kimberly Fitzgerald,Cloud Architect,100.0,13.39,48.03,51.17,66.85,Recommended,"['aws', 'gcp']",[]
284,durgba087,Heather Rivera,Data Scientist,100.0,20.87,52.52,41.09,66.85,Recommended,"['data visualization', 'deep learning', 'machine learning']",[]
285,kellmi974,kelly miller,data engineer,100.0,14.45,48.67,49.72,66.85,Recommended,"['mlops', 'spark']",[]
286,franfl220,Frank Fleming,Machine Learning Engineer,100.0,7.84,44.7,58.67,66.85,Recommended,['machine learning'],[]
287,mirame897,mira mehta,data engineer,100.0,9.82,45.89,55.96,66.84,Recommended,"['python', 'spark']",[]
288,tricbr444,tricia bradford,software engineer,100.0,14.42,48.65,49.72,66.84,Recommended,['python'],[]
289,miraiy634,mira iyer,product manager,100.0,13.14,47.88,51.49,66.84,Recommended,['data analysis'],[]
290,kabijo313,kabir joshi,software engineer,100.0,11.56,46.94,53.54,66.83,Recommended,"['git', 'javascript', 'python']",[]
291,jeango897,Jeanette Gomez,Data Scientist,100.0,8.75,45.25,57.35,66.83,Recommended,"['data visualization', 'python', 'statistics']",[]
292,sarago282,Sarah Gordon,UI Engineer,100.0,9.05,45.43,56.9,66.82,Recommended,['javascript'],[]
293,jennru693,jennifer russell,software engineer,100.0,13.52,48.11,50.84,66.82,Recommended,"['java', 'python']",[]
294,davico547,David Cooper,Machine Learning Engineer,100.0,18.03,50.82,44.66,66.8,Recommended,"['machine learning', 'python', 'pytorch']",[]
295,aditra357,aditya rao,data scientist,100.0,11.56,46.94,53.32,66.79,Recommended,"['deep learning', 'sql']",[]
296,justbr902,Justin Browning,Machine Learning Engineer,100.0,7.38,44.43,58.98,66.79,Recommended,['machine learning'],[]
297,ishagu416,ishaan gupta,data scientist,100.0,12.06,47.24,52.63,66.78,Recommended,"['deep learning', 'tensorflow']",[]
298,harsba734,harshitha bansal,data engineer,100.0,11.49,46.89,53.42,66.78,Recommended,"['python', 'sql']",[]
299,KotaSai68,Ovin Raghav,Data Scientist,100.0,7.1,44.26,59.29,66.78,Recommended,"['data analysis', 'machine learning']",[]
300,cathor902,Catherine Ortega,Machine Learning Engineer,100.0,9.17,45.5,56.53,66.78,Recommended,['machine learning'],[]
301,uppaup425,Frank Johnson,UI Engineer,100.0,20.9,52.54,40.62,66.77,Recommended,['javascript'],[]
302,rohagu299,rohan gupta,software engineer,100.0,10.61,46.37,54.41,66.75,Recommended,['javascript'],[]
303,rohaiy115,rohan iyer,data engineer,100.0,9.52,45.71,55.89,66.75,Recommended,['aws'],[]
304,tanvsh108,tanvi sharma,software engineer,100.0,11.47,46.88,53.25,66.75,Recommended,['python'],[]
305,robego231,robert gomez,software engineer,100.0,15.52,49.31,47.75,66.74,Recommended,"['java', 'python']",[]
306,tanvch745,tanvi chopra,data scientist,100.0,13.24,47.94,50.86,66.74,Recommended,"['machine learning', 'statistics', 'tensorflow']",[]
307,garyba685,Gary Barnes,Data Engineer,100.0,10.46,46.28,54.53,66.73,Recommended,"['etl', 'mlops', 'spark']",[]
308,bradwa697,Bradley Wallace,Machine Learning Engineer,100.0,7.87,44.72,58.03,66.73,Recommended,['machine learning'],[]
309,heatpe419,Heather Perkins,Data Analyst,100.0,13.42,48.05,50.48,66.72,Recommended,"['power bi', 'sql', 'tableau']",[]
310,aarajo385,aarav joshi,software engineer,100.0,6.77,44.06,59.4,66.71,Recommended,"['git', 'java', 'javascript']",[]
311,dr.da319,Dr. David Hernandez,Data Architect,100.0,10.81,46.49,53.97,66.71,Recommended,['etl'],[]
312,mollha522,Molly Hammond,Data Scientist,100.0,9.39,45.63,55.82,66.7,Recommended,"['data visualization', 'python', 'tensorflow']",[]
313,luiske406,Luis Kelly,Data Scientist,100.0,14.29,48.57,49.2,66.7,Recommended,"['deep learning', 'statistics', 'tensorflow']",[]
314,allesm791,allen smith,data engineer,100.0,15.74,49.44,47.22,66.69,Recommended,"['mlops', 'spark']",[]
315,uppaup321,Ivy Davis,Product Manager,100.0,21.61,52.97,39.29,66.69,Recommended,['data analysis'],[]
316,uppaup349,Diana Johnson,UI Engineer,100.0,20.93,52.56,40.16,66.68,Recommended,"['git', 'javascript']",[]
317,mr.da125,Mr. David Johnson,Machine Learning Engineer,100.0,5.94,43.56,60.4,66.68,Recommended,['machine learning'],[]
318,andrgi818,andrew gilmore,product manager,100.0,19.24,51.54,42.39,66.67,Recommended,['data analysis'],[]
319,durgba190,Brian Johnson,Data Scientist,100.0,21.25,52.75,39.65,66.67,Recommended,"['data visualization', 'deep learning', 'nlp', 'python']",[]
320,dakoma160,dakota martinez,ui engineer,100.0,21.07,52.64,39.91,66.67,Recommended,['javascript'],[]
321,KotaSai35,Daiwik Kumari,Data Scientist,100.0,7.32,44.39,58.44,66.66,Recommended,"['data analysis', 'machine learning']",[]
322,durgba037,Jacqueline Castro,Data Engineer,100.0,13.95,48.37,49.43,66.65,Recommended,['etl'],[]
323,michhe799,michael hernandez,ui engineer,100.0,16.07,49.64,46.57,66.65,Recommended,['javascript'],[]
324,dougjo477,douglas jones,ui engineer,100.0,22.7,53.62,37.6,66.65,Recommended,['javascript'],[]
325,durgba109,Taylor Myers,Data Scientist,100.0,21.8,53.08,38.75,66.64,Recommended,"['data visualization', 'nlp', 'python', 'statistics']",[]
326,scotsm886,Scott Smith,Data Analyst,100.0,5.99,43.59,60.14,66.64,Recommended,['data analysis'],[]
327,nancha796,Nancy Hart,UI Engineer,100.0,11.78,47.07,52.29,66.64,Recommended,['javascript'],[]
328,briata867,Briana Tanner,Data Scientist,100.0,10.46,46.28,54.02,66.63,Recommended,"['deep learning', 'python', 'tensorflow']",[]
329,omarpe193,omar perez,product manager,100.0,16.24,49.74,46.23,66.63,Recommended,['data analysis'],[]
330,anthal131,Anthony Allison,Digital Marketing Specialist,100.0,11.12,46.67,53.14,66.63,Recommended,['data analysis'],[]
331,durgba095,John Stanton,Data Engineer,100.0,21.58,52.95,39.01,66.63,Recommended,['etl'],[]
332,anangu98,ananya gupta,ui engineer,100.0,13.11,47.87,50.4,66.62,Recommended,['javascript'],[]
333,uppaup250,Jack Jones,UI Engineer,100.0,23.51,54.11,36.34,66.62,Recommended,"['aws', 'google cloud', 'javascript']",[]
334,harska646,harshitha kapoor,data engineer,100.0,10.43,46.26,54.0,66.62,Recommended,"['python', 'sql']",[]
335,durgba046,Alyssa Alvarado,Software Engineer,100.0,14.3,48.58,48.76,66.61,Recommended,['api'],[]
336,oscawh290,oscar whitney,data scientist,100.0,19.66,51.8,41.5,66.61,Recommended,"['data visualization', 'deep learning', 'machine learning', 'statistics']",[]
337,thomol138,thomas olson,product manager,100.0,17.8,50.68,44.03,66.61,Recommended,['data analysis'],[]
338,durgba107,John Neal,Data Scientist,100.0,21.68,53.01,38.77,66.61,Recommended,"['data visualization', 'nlp', 'statistics']",[]
339,ishaka292,ishaan kapoor,data scientist,100.0,10.45,46.27,53.89,66.6,Recommended,"['deep learning', 'machine learning', 'sql']",[]
340,rohajo854,rohan joshi,software engineer,100.0,14.09,48.45,48.92,66.59,Recommended,['python'],[]
341,adambo204,Adam Boone,Full Stack Developer,100.0,15.68,49.41,46.8,66.59,Recommended,['javascript'],[]
342,chrima772,Christopher Maldonado,UI Engineer,100.0,9.84,45.9,54.65,66.59,Recommended,['javascript'],[]
343,heatra741,heather ramirez,product manager,100.0,17.05,50.23,44.93,66.59,Recommended,['data analysis'],[]
344,peteco377,Peter Conway,Business Analyst,100.0,7.82,44.69,57.39,66.59,Recommended,['data science'],[]
345,uppaup261,Frank Smith,Data Scientist,92.86,18.64,48.33,61.65,66.58,Recommended,"['aws', 'data analysis', 'data science', 'data visualization', 'machine learning', 'power bi', 'python', 'pytorch', 'r', 'sql', 'statistics', 'tableau', 'tensorflow']",['google cloud']
346,KotaSai26,Manav Kapoor,Data Scientist,100.0,5.8,43.48,60.05,66.58,Recommended,"['data analysis', 'machine learning']",[]
347,johnal951,John Alexander,Digital Marketing Specialist,100.0,12.77,47.66,50.62,66.57,Recommended,['data analysis'],[]
348,mariwa523,Maria Walters,Machine Learning Engineer,100.0,7.63,44.58,57.54,66.57,Recommended,['machine learning'],[]
349,marith779,Marissa Thomas,DevOps Engineer,100.0,15.31,49.19,47.15,66.57,Recommended,['kubernetes'],[]
350,uppaup284,Hank Wilson,UI Engineer,100.0,21.04,52.62,39.39,66.56,Recommended,"['git', 'javascript']",[]
351,raymjo911,Raymond Joseph,Full Stack Developer,100.0,14.65,48.79,48.01,66.56,Recommended,['javascript'],[]
352,teremo375,teresa moore,data engineer,100.0,15.94,49.56,46.26,66.55,Recommended,"['etl', 'mlops']",[]
353,amanpo355,Amanda Powers,Full Stack Developer,100.0,14.51,48.71,48.14,66.55,Recommended,['javascript'],[]
354,joanja825,Joanna Jackson,Machine Learning Engineer,100.0,7.79,44.67,57.17,66.54,Recommended,['machine learning'],[]
355,harsme101,harshitha mehta,data engineer,100.0,9.17,45.5,55.3,66.54,Recommended,"['aws', 'spark']",[]
356,victwi588,victoria wilkinson,software engineer,100.0,17.34,50.4,44.29,66.54,Recommended,"['java', 'python']",[]
357,carowh281,Carolyn White,Data Architect,100.0,10.93,46.56,52.87,66.53,Recommended,['data science'],[]
358,KotaSai67,Ujjwal Mittal,Data Scientist,100.0,6.45,43.87,58.94,66.53,Recommended,"['data analysis', 'machine learning']",[]
359,durgba071,Randy Murphy,Data Scientist,100.0,23.24,53.94,36.26,66.52,Recommended,"['data visualization', 'python', 'statistics']",[]
360,jamega174,James Gay,Data Scientist,100.0,11.89,47.13,51.57,66.52,Recommended,"['deep learning', 'machine learning', 'python']",[]
361,gilbmo808,Gilbert Moore,Product Manager,100.0,11.15,46.69,52.55,66.52,Recommended,['data analysis'],[]
362,miraka375,mira kapoor,data engineer,100.0,10.4,46.24,53.56,66.52,Recommended,"['etl', 'spark']",[]
363,keviwi648,kevin willis,ui engineer,100.0,16.9,50.14,44.78,66.52,Recommended,['javascript'],[]
364,durgba073,Kristy Jackson,Software Engineer,100.0,12.94,47.76,50.09,66.51,Recommended,['java'],[]
365,dr.be163,dr. benjamin johnson,data engineer,100.0,15.2,49.12,47.04,66.51,Recommended,"['etl', 'mlops']",[]
366,diyasi77,diya singh,data engineer,100.0,14.01,48.41,48.61,66.51,Recommended,"['aws', 'kubernetes']",[]
367,julida977,julie davis,ui engineer,100.0,16.01,49.61,45.9,66.5,Recommended,['javascript'],[]
368,bretki715,Brett King,Machine Learning Engineer,100.0,6.6,43.96,58.58,66.5,Recommended,['machine learning'],[]
369,KotaSai153,Bani Basu,Data Scientist,100.0,6.43,43.86,58.79,66.5,Recommended,"['data analysis', 'machine learning']",[]
370,aditsi182,aditya singh,software engineer,100.0,6.32,43.79,58.93,66.49,Recommended,"['git', 'python']",[]
371,KotaSai145,Sweta Agarwal,Data Scientist,100.0,7.0,44.2,57.93,66.48,Recommended,"['data analysis', 'machine learning']",[]
372,codysa901,cody santos,ui engineer,100.0,17.6,50.56,43.65,66.48,Recommended,['javascript'],[]
373,kimbca685,kimberly campos,data scientist,100.0,20.61,52.37,39.57,66.48,Recommended,"['data visualization', 'deep learning', 'machine learning', 'sql']",[]
374,kylemi883,Kyle Miller,Machine Learning Engineer,100.0,15.96,49.58,45.8,66.47,Recommended,"['machine learning', 'python', 'pytorch']",[]
375,laursm909,Laura Smith,Cloud Architect,100.0,10.28,46.17,53.49,66.47,Recommended,['kubernetes'],[]
376,carone380,Carolyn Newman,Cloud Architect,100.0,13.22,47.93,49.45,66.46,Recommended,"['gcp', 'kubernetes']",[]
377,diansh870,diana shaw,software engineer,100.0,12.4,47.44,50.53,66.45,Recommended,['java'],[]
378,ishaka244,ishaan kapoor,data engineer,100.0,11.83,47.1,51.28,66.45,Recommended,"['aws', 'etl']",[]
379,victhi952,Victoria Hines,Machine Learning Engineer,100.0,7.08,44.25,57.67,66.45,Recommended,['machine learning'],[]
380,amyho505,Amy Hood,Data Engineer,100.0,10.5,46.3,53.04,66.44,Recommended,"['etl', 'mlops']",[]
381,michca965,Michael Castillo,Machine Learning Engineer,100.0,10.43,46.26,53.12,66.44,Recommended,['machine learning'],[]
382,robeal192,Robert Alvarez,Machine Learning Engineer,100.0,7.84,44.7,56.59,66.43,Recommended,['machine learning'],[]
383,terrfo331,Terry Foster,Machine Learning Engineer,100.0,8.11,44.87,56.16,66.42,Recommended,['machine learning'],[]
384,amype894,Amy Perez,Cloud Architect,100.0,15.01,49.01,46.84,66.42,Recommended,"['aws', 'azure']",[]
385,laurst834,lauren stone,software engineer,100.0,14.4,48.64,47.62,66.41,Recommended,"['java', 'python']",[]
386,marysi711,mary sims,ui engineer,100.0,17.97,50.78,42.8,66.41,Recommended,['javascript'],[]
387,durgba106,Holly Smith,Software Engineer,100.0,19.56,51.74,40.62,66.41,Recommended,['api'],[]
388,teremy837,Teresa Myers,Machine Learning Engineer,100.0,7.48,44.49,56.84,66.39,Recommended,['machine learning'],[]
389,jamimc711,jamie mcclure,product manager,100.0,13.78,48.27,48.35,66.39,Recommended,['data analysis'],[]
390,uppaup263,Alice Wilson,UI Engineer,100.0,18.5,51.1,41.92,66.38,Recommended,"['git', 'javascript']",[]
